,Title,Date_upload,Views,Likes,Month,Campus
650,"VIT AP - A VS VISHNU FINALS , VIT - AP UNIVERSITY",02-02-2024,553,6,Feb,AP
651,"VIT AP - A VS VISHNU FINALS , VIT - AP UNIVERSITY",02-02-2024,1397,25,Feb,AP
652,VIT-AP University Promo Video 2024,01-02-2024,4519,239,Feb,AP
653,VIT-AP SCHOOL OF SOCIAL SCIENCES & HUMANTIES|B.A.-M.A.-Public Service|Ph.D.|Integrated coaching-UPSC,23-01-2024,1998,0,Jan,AP
654,Sankranthi Celebrations at VIT-AP University,13-01-2024,2256,99,Jan,AP
655,VIT-AP University's Generous Gifts to Local Schools| Celebrating Chancellor Sir's 85th Birthday,08-12-2023,1047,0,Dec,AP
656,Celebrating the 85th Birthday of Chancellor Dr. G. Viswanathan | VIT-AP University Tribute,08-12-2023,1023,0,Dec,AP
657,DDD - Double Decade Dance! LIVE NOW...🔥 #BTHGroove,18-11-2023,5588,143,Nov,AP
658,CDC-Training: ATS Aware Resume  Preparation,02-11-2023,2253,166,Nov,AP
659,Exploring Diverse Perspectives of Ecocriticism in theAnthropocene,21-10-2023,255,3,Oct,AP
660,Exploring Diverse Perspectives of Ecocriticism in theAnthropocene,20-10-2023,102,5,Oct,AP
661,Exploring Diverse Perspectives of Ecocriticism in theAnthropocene,20-10-2023,121,9,Oct,AP
662,Exploring Diverse Perspectives of Ecocriticism in theAnthropocene,19-10-2023,109,3,Oct,AP
663,Exploring Diverse Perspectives of Ecocriticism in the Anthropocene,18-10-2023,175,10,Oct,AP
664,Exploring Diverse Perspectives of Ecocriticism in theAnthropocene,17-10-2023,194,15,Oct,AP
665,Exploring Diverse Perspectives of Ecocriticism in theAnthropocene:,17-10-2023,247,19,Oct,AP
666,"The Way to Prompt Engineering Webinar by Yaswanth Sai Palaghat Session 2 - Innovators Quest,VIT-AP",07-10-2023,376,5,Oct,AP
667,"The Way to Prompt Engineering Webinar by Yaswanth Sai Palaghat - Innovators Quest,VIT-AP",07-10-2023,796,32,Oct,AP
668,VIT AP University Promo Video 2023,03-10-2023,3466,115,Oct,AP
669,Reflecting on the VIT-AP University Journey:Graduates Share their Experience during Convocation 2023,02-10-2023,8717,105,Oct,AP
670,The beautiful campus of VIT-AP Unniversity is all set for the big day!! #vitapconvocation2023,28-09-2023,3327,0,Sep,AP
671,Day-2 Session 2 of Five - Day Workshop on IoT and Beyond VIT-AP University,28-09-2023,179,3,Sep,AP
672,Day-2 Session 1 of Five - Day Workshop on IoT and Beyond VIT-AP University,27-09-2023,199,5,Sep,AP
673,Day-1 of Five - Day Workshop on IoT and Beyond VIT-AP University,26-09-2023,303,4,Sep,AP
674,3rd ANNUAL CONVOCATION VIT-AP UNIVERSITY 2023,23-09-2023,13597,331,Sep,AP
675,"The beats, the blessings, the beginning! A sneak peek into Ganesh Chaturthi   Celebration at VIT-AP",19-09-2023,3400,373,Sep,AP
676,Life at VIT-AP: Where learning meets fun!  #VITLife #CampusVibes #CollegeDays,18-09-2023,5344,0,Sep,AP
677,VIT -AP University Freshers Orientation-2023,08-09-2023,11120,285,Sep,AP
678,VIT-AP Campus Overview,08-09-2023,4789,272,Sep,AP
679,VIT-AP University Campus Tour,08-09-2023,4998,331,Sep,AP
680,🏀 The Boys of VIT-AP University at the Basketball court,27-08-2023,4826,199,Aug,AP
681,"Teamwork, sweat, and a whole lot of game face! Catch us owning the court at VIT-AP University 🏀🔥",27-08-2023,6434,335,Aug,AP
682,Triumphant Placements 2023: Embarking on New Horizons,24-08-2023,2483,69,Aug,AP
683,77th Independence Day Celebrations.,15-08-2023,1548,40,Aug,AP
684,"Bharat Blockchain Yatra 2023 VIT AP UNIVERSITY, Amaravati",11-08-2023,512,10,Aug,AP
685,"Bharat Blockchain Yatra 2023 VIT AP UNIVERSITY, Amaravati",11-08-2023,232,8,Aug,AP
686,VIT-AP University's Dynamic Classrooms: Where Knowledge Comes to Life.,06-08-2023,3474,,Aug,AP
687,"Join us at Bharat Blockchain Yatra 2023 on August 11th, 2023, at VIT AP University, Amaravati",06-08-2023,2154,40,Aug,AP
688,Naadh 2023 || VIT-AP University,27-07-2023,1084,22,Jul,AP
689,Experience the magic as VIT-AP University's student Vedansh sweeps you away with his keyboard tunes!,27-07-2023,2201,167,Jul,AP
690,Well-equipped Gym of VIT-AP University,27-07-2023,3037,,Jul,AP
691,"Women's ideathon at VIT-AP University. August 4, 2023, CB 207 Register now!!!",22-07-2023,1372,30,Jul,AP
692,Three Day workshop on 3D Printing | DAY 3 PART-2 | VITAP,15-07-2023,300,6,Jul,AP
693,Three Day workshop on 3D Printing | DAY 3 | VITAP,15-07-2023,138,3,Jul,AP
694,Three Day workshop on 3D Printing | DAY 2 | VITAP,14-07-2023,208,9,Jul,AP
695,Three Day workshop on 3D Printing | VITAP,13-07-2023,339,12,Jul,AP
696,Workshop on Roadmap and Actionplan for EISCs in AP | VITAP,13-07-2023,67,1,Jul,AP
697,Weekend vibes @ the vibrant hostel of VIT-AP University. Captivating vocal and keyboard sessions.,09-07-2023,1956,82,Jul,AP
698,Exploring the world of knowledge at VIT-AP University's library! Self-issue & self-return system.,27-06-2023,5016,197,Jun,AP
699,Introducing Prayana - The Electric Bike crafted by the brilliant minds of VIT-AP University,25-06-2023,3109,101,Jun,AP
700,Embracing the refreshing rhythm of raindrops at VITAP #Nature'sSymphony #RainyDayVibes,25-06-2023,3077,227,Jun,AP
701,The Social Media Committe of VIT-AP University,25-06-2023,792,26,Jun,AP
702,Excitement fills the air.VIT-AP University's fresher students embarks on their 1st journey back home,25-06-2023,5502,166,Jun,AP
703,VIT-AP University Students' jamming session at Hostel.,25-06-2023,1615,101,Jun,AP
704,Toppers before Exam.,25-06-2023,2568,118,Jun,AP
705,Thriving in a VUCA Environment: Crafting Effective Business Strategies,21-06-2023,141,5,Jun,AP
706,Three-Day Virtual International Conference on Gender Perspectives and Representations,20-06-2023,743,13,Jun,AP
707,Mesmerizing Sand Art of VIT-AP University by Sand Artist Srini,15-06-2023,1491,99,Jun,AP
708,Workshop on Roadmap and Actionplan for EISCs in AP | VITAP,09-06-2023,731,21,Jun,AP
709,Journey through Time: VIT-AP University's Unforgettable Academic Year 2022-23!,09-06-2023,2217,77,Jun,AP
710,VIT-AP UNIVERSITY DAY CELEBRATIONS 2023,03-06-2023,4715,117,Jun,AP
711,Staff Development Program on Excel,19-05-2023,208,3,May,AP
712,Staff Development Program on Excel,18-05-2023,97,2,May,AP
713,Staff Development Program on Excel,17-05-2023,177,6,May,AP
714,Staff Development Program on Excel,17-05-2023,41,0,May,AP
715,First national moot court competition,17-04-2023,708,25,Apr,AP
716,"Day-5, Evening Session:3rd One-Week International Workshop on Technical Writing using LaTeX",05-04-2023,299,7,Apr,AP
717,Day-5 Morning Session: 3rd One-Week International Workshop on Technical Writing using LaTeX,05-04-2023,117,2,Apr,AP
718,Day-4 Afternoon Session: 3rd One-Week International Workshop on Technical Writing using LaTeX,04-04-2023,137,3,Apr,AP
719,Day 4 Morning Session: 3rd One-Week International Workshop on Technical Writing using LaTeX,04-04-2023,192,6,Apr,AP
720,Day 3 Paper Writing: 3rd One-Week International Workshop on Technical Writing using LaTeX,01-04-2023,186,6,Apr,AP
721,"Day 3, Morning Session: 3rd One-Week International Workshop on Technical Writing using LaTeX",01-04-2023,271,10,Apr,AP
722,Academic Bank of Credits (ABC) program || Video 3/4 || VIT-AP University,01-04-2023,1559,14,Apr,AP
723,Day-2 Afternoon Session: 3rd One-Week International Workshop on Technical Writing using LaTeX,31-03-2023,201,8,Mar,AP
724,"Day-2, morning session: 3rd One-Week International Workshop on Technical Writing using LaTeX",31-03-2023,354,16,Mar,AP
725,Academic Bank of Credits (ABC) program || Video 2/4 || VIT-AP University,31-03-2023,497,2,Mar,AP
726,Academic Bank of Credits (ABC) program || Video 1/4 || VIT-AP University,31-03-2023,453,10,Mar,AP
727,VITOPIA 2023 SPORTS EVENTS|| VIT-AP UNIVERSITY,31-03-2023,1750,24,Mar,AP
728,Day 1 Session-2: 3rd One-Week International Workshop on Technical Writing using LaTeX (Online),30-03-2023,453,19,Mar,AP
729,Inauguration: 3rd One-Week International Workshop on Technical Writing using LaTeX,30-03-2023,715,23,Mar,AP
730,3rd IEEE International Conference on AISP | VIT-AP University | 18TH March,18-03-2023,907,14,Mar,AP
731,VITOPIA 2023: Official Aftermovie,15-03-2023,10591,364,Mar,AP
732,WOMEN'S DAY CELEBRATION | | VIT-AP University |,09-03-2023,1392,27,Mar,AP
733,State Wise Rally | VITOPIA 2023 | VIT-AP University | 4TH March,07-03-2023,6163,168,Mar,AP
734,PRO SHOW PART 2 | VITOPIA 2023 | VIT-AP University | 5TH MARCH 2023,06-03-2023,5238,154,Mar,AP
735,PRO SHOW | VITOPIA 2023 | VIT-AP University | 5TH MARCH 2023,06-03-2023,8275,154,Mar,AP
736,PV SINDHU | VITOPIA 2023 | VIT-AP University | 5TH MARCH 2023,05-03-2023,3931,90,Mar,AP
737,PARAVOLLEY | VITOPIA 2023 | VIT-AP University  4TH MARCH 2023,04-03-2023,1185,21,Mar,AP
738,VITOPIA 2023 preludes,03-03-2023,3279,132,Mar,AP
739,VITOPIA 2023 Food stalls,03-03-2023,2295,51,Mar,AP
740,VITOPIA 2023 rehearsals #vitap #culturalfest,03-03-2023,2077,47,Mar,AP
741,BAKASURA FOOD CHALLENGE VITOPIA 2023,03-03-2023,1451,17,Mar,AP
742,DRONE SHOT VITOPIA 2023,03-03-2023,6805,164,Mar,AP
743,Welcome to VITOPIA 2023,03-03-2023,1240,28,Mar,AP
744,Flashmob Trendset output VITopia 2023,02-03-2023,4043,88,Mar,AP
745,V Rhythm VITopia 2023,02-03-2023,1280,0,Mar,AP
746,Twinstrings at VITOPIA 2023,02-03-2023,2970,129,Mar,AP
747,Japanese Street VITopia 2023 promo,02-03-2023,462,12,Mar,AP
748,National Science Day || VIT-AP University || 28th FEB 2023,28-02-2023,445,9,Feb,AP
749,Sandhya Raju at VITOPIA 2023,25-02-2023,1380,25,Feb,AP
750,Dance Auditions VITOPIA 2023,25-02-2023,1732,39,Feb,AP
751,Sports VITOPIA 2023,25-02-2023,401,11,Feb,AP
752,Roadshow VITopia 2023,25-02-2023,3459,63,Feb,AP
753,P V SINDHU at VITAP's VITOPIA 2023,25-02-2023,918,18,Feb,AP
754,VITOPIA 2023,21-02-2023,1239,26,Feb,AP
755,VITOPIA 2023 Inauguration,21-02-2023,5153,205,Feb,AP
756,"Welcome message for VITOPIA 2023 by  Dr. S.V.Kota Reddy , Vice Chancellor, VIT AP University",21-02-2023,2079,85,Feb,AP
757,"Welcome message by  Chancellor Dr. G.Viswanathan, Founder Chancellor VIT University for VITOPIA 2023",21-02-2023,1718,45,Feb,AP
758,Paralympic Volleyball Federation of India (PVFI) president H. Chandrashekar inspires VITians,19-02-2023,252,10,Feb,AP
759,5-Day International Workshop on Optimization Techniques in Industrial and Engineering Applications,06-01-2023,327,4,Jan,AP
760,2nd International Conference onDigital Transformation for Business Sustainability - VSB - Part 2,05-01-2023,374,5,Jan,AP
761,2nd International Conference on Digital Transformation for Business Sustainability - VSB - Part 1,05-01-2023,318,9,Jan,AP
762,National Seminar on Ferroelectrics and Dielectrics NSFD - 2022 (Virtual),17-12-2022,508,5,Dec,AP
763,Talk by Sergi Sergiev,16-12-2022,321,8,Dec,AP
764,V-TAPP closing ceremony || VIT-AP University|| Chief Guest- Sri Kalyan Muppaneni,12-12-2022,604,15,Dec,AP
765,VTAPP | Tech Fest,12-12-2022,662,3,Dec,AP
766,Session with Ishan Sharma | V-TAPP | Tech Fest| VIT-AP University,11-12-2022,1654,48,Dec,AP
767,VTAPP 2022 | DAY 2 | VIT-AP University,11-12-2022,681,5,Dec,AP
768,VTAPP 2022 | DAY 2 | VIT-AP University,11-12-2022,1049,23,Dec,AP
769,Session with Ishan Sharma | V-TAPP | Tech Fest| VIT-AP University,11-12-2022,592,25,Dec,AP
770,VTAPP International Technical Fest | VIT-AP University,10-12-2022,1573,41,Dec,AP
771,VTAPP International Technical Fest | VIT-AP University,10-12-2022,955,18,Dec,AP
772,VTAPP International Technical Fest | VIT-AP University,10-12-2022,1013,37,Dec,AP
773,SMILE IN WHILE || VIT-AP University,06-12-2022,3148,77,Dec,AP
774,National level Hackathon 2022 || VIT-AP University ||After Movie,24-11-2022,1065,21,Nov,AP
775,ICANA 2022,17-11-2022,494,8,Nov,AP
776,Hackthon-VITAP,13-11-2022,1096,25,Nov,AP
777,Hackthon-VITAP,13-11-2022,1223,16,Nov,AP
778,Patent Publication Process - IIPRD,13-11-2022,220,7,Nov,AP
779,Hackthon-VITAP,12-11-2022,1305,33,Nov,AP
780,VIT-AP IIC NATIONAL HACKATHON 2022,12-11-2022,570,17,Nov,AP
781,Digital Twin and Application Deployment,17-10-2022,703,22,Oct,AP
782,2nd Convocation 2022 || Full Official Video || VIT-AP University|| SMC,12-10-2022,7446,176,Oct,AP
783,Freshers Orientation  -2022,28-09-2022,4303,78,Sep,AP
784,2nd Convocation VIT-AP University || Trailer || Full Video Coming Soon!!,28-09-2022,4004,153,Sep,AP
785,Freshers Orientation  -2022,27-09-2022,8254,231,Sep,AP
786,VIT-AP University 2 nd Annual Convocation-2022,24-09-2022,19601,461,Sep,AP
787,Freshers 'Orientation Programme -2022,22-09-2022,14514,425,Sep,AP
788,Developing Engg. Clinics Project Prototypes,12-09-2022,1760,46,Sep,AP
789,Onam & Aarattu Celebrations | VITAP University,08-09-2022,3177,79,Sep,AP
790,VIT-AP 76th Independence Day Celebrations,16-08-2022,2943,71,Aug,AP
791,VIT - AP UNIVERSITY  76th  INDEPENDENCEDAY CELEBRATIONS,15-08-2022,1465,30,Aug,AP
792,Azadi: A Tribute to Heroes of Indian Independence || 76th Independence Day || VIT-AP University,14-08-2022,1565,98,Aug,AP
793,ICCIDE 2022  Conference,12-08-2022,430,9,Aug,AP
794,Social innovation from collaborative governance,27-07-2022,361,11,Jul,AP
795,International conference ICATP2022,16-07-2022,837,38,Jul,AP
796,Deforestation and Heat Wave: A closer look at India’s Environmental Problems || VIT-AP University,07-07-2022,444,10,Jul,AP
797,"2nd ONE WEEK WORKSHOP ON VLSI DEVICE, CIRCUIT, AND SYSTEM DESIGN TOOLS",23-06-2022,422,14,Jun,AP
798,VIT AP University University Day HMTV,07-06-2022,774,12,Jun,AP
799,VIT AP University Day 99 TV,07-06-2022,411,4,Jun,AP
800,VIT AP University Day Raj News,07-06-2022,319,7,Jun,AP
801,VIT AP University Day Raj News 2,07-06-2022,300,2,Jun,AP
802,VIT AP University Day TV5,07-06-2022,215,6,Jun,AP
803,VIT AP University Day 10 TV,03-06-2022,430,14,Jun,AP
804,VIT AP UNIVERSITY DAY CELEBRATIONS  2022 City News Telugu,03-06-2022,1797,31,Jun,AP
805,VIT AP University Day ABN,03-06-2022,689,23,Jun,AP
806,VIT AP University Day T News,02-06-2022,638,24,Jun,AP
807,VIT AP University Day City News Mangalagiri,02-06-2022,956,19,Jun,AP
808,VIT-AP UNIVERSITY DAY CELEBRATIONS -2022,01-06-2022,7448,143,Jun,AP
809,VIT-AP UNIVERSITY DAY CELEBRATIONS -2022,01-06-2022,9195,201,Jun,AP
810,"Introduction to NLP - Applications, Scope, Job Opportunities||VIT-AP University||Dr. Monali Bordoloi",28-05-2022,707,34,May,AP
811,Mobile Systems and Computing for Global Development||VIT-AP University|| SCOPE||Dr. Udit Narayan Kar,28-05-2022,321,18,May,AP
812,Global career in law and technology || VIT-AP University || VSL || Prof. Mula Sneha Goud,23-05-2022,2572,102,May,AP
813,HPC and Computational Science - The Future of Computing || VIT-AP University || Dr. Subrata Tikadar,20-05-2022,913,36,May,AP
814,Introduction to Additive Manufacturing || VIT-AP University || SMEC || Dr. Suyog Jhavar,20-05-2022,593,54,May,AP
815,Introduction to Integrated B.A. M.A. Public Services Program||VIT-AP University||Dr. Deepjoy Katuwal,16-05-2022,841,41,May,AP
816,National workshop on RF & Microwave components,14-05-2022,249,8,May,AP
817,A Sneak Peek of Embedded Systems and its Prospects || VIT-AP University || Prof. Kalyan Chakravarthi,14-05-2022,2484,57,May,AP
818,Internet of Things (IoT) in 2 minutes || VIT-AP University || SCOPE || Dr. Rohit Kumar Das,14-05-2022,1274,86,May,AP
819,Let us understand Blockchain Technology|| VIT-AP University || SCOPE || Dr. Arundhati Das,14-05-2022,610,17,May,AP
820,5G Cellular Technologies || VIT-AP University || Prof. Samuel Johnson,14-05-2022,1443,78,May,AP
821,Deep Learning in 2 minutes || VIT-AP University || SCOPE || Dr. Monali Bordoloi,14-05-2022,714,26,May,AP
822,A Beginner’s Guide to Data Science || VIT-AP University || SAS || Dr. Ranjan Kumar,14-05-2022,2609,114,May,AP
823,Cyber Security in 2 Minutes || VIT-AP University || SCOPE || Dr. Monali Bordoloi,14-05-2022,1113,38,May,AP
824,Climate crisis and future implications,07-05-2022,369,11,May,AP
825,Careers flourish at VIT - AP |UG/PG  Admissions Open 2022,05-05-2022,1419761,31,May,AP
826,UG-PG Non- B.Tech Admissions Open 2022 | Discover the VIT-AP Advantage,02-05-2022,566,13,May,AP
827,VIT-AP University Promo Video - 2022,20-04-2022,34184,580,Apr,AP
828,How to Reach VIT-AP University?,12-04-2022,4339,68,Apr,AP
829,Checklist for Freshers before coming to Hostel || VIT-AP University || Social Media Committee,12-04-2022,40011,418,Apr,AP
830,Guest Lecture session Lecture on Neural Networks,11-04-2022,313,11,Apr,AP
831,Guest Lecture on Law of Succession,08-04-2022,218,7,Apr,AP
832,VIT AP 63 LPA Mahaa News,05-04-2022,633,17,Apr,AP
833,Distinguished International Guest Lecture on International Law and the use of forces,01-04-2022,215,14,Apr,AP
834,VIT AP 63 LPA 99 TV,01-04-2022,468,20,Apr,AP
835,VIT AP SSC GUNTUR NEWS 25 03 2022,31-03-2022,607,23,Mar,AP
836,VIT AP SITI NEWS MANGALAGIRI 26 03 2022,31-03-2022,112,1,Mar,AP
837,VIT AP Student Bags Rs 63 Lakh per Annum International Offer hmtv,31-03-2022,251,0,Mar,AP
838,VIT Student Get 63 Lakh Annual Package T News,31-03-2022,304,9,Mar,AP
839,VIT AP University Student Selected American Analytics Company On 63 Lakhs Package Sakshi TV,31-03-2022,435,15,Mar,AP
840,Raj News_63 LPA,31-03-2022,84,3,Mar,AP
841,Metro Plus News 63 LPA,31-03-2022,180,7,Mar,AP
842,AP VIT Student Gets Job In US based Company With Package Of Rs 63 Lakh Per Annum V6 News,31-03-2022,217,9,Mar,AP
843,International Workshop on Data Science Applications in Industry,24-03-2022,886,41,Mar,AP
844,International Women's Day celebration 2022,08-03-2022,556,29,Mar,AP
845,AISP'22 Conference,14-02-2022,263,12,Feb,AP
846,AISP'22 Conference,14-02-2022,232,5,Feb,AP
847,AISP'22 Conference,14-02-2022,200,11,Feb,AP
848,AISP'22 Conference,13-02-2022,162,9,Feb,AP
849,AISP'22 Conference,13-02-2022,117,4,Feb,AP
850,AISP'22 Conference,12-02-2022,197,5,Feb,AP
851,VIT-AP 73rd Republic Day celebrations on  V6 News,01-02-2022,710,21,Feb,AP
852,VIT-AP 73rd Republic Day celebrations on SITI NEWS MANGALAGIRI 26 01 2022,01-02-2022,141,3,Feb,AP
